City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,klaksvik,62.2266,-6.589,4.51,74,50,13.96,FO,1675551371
279,pangnirtung,66.1451,-65.7125,-35.47,98,80,0.58,CA,1675551385
280,teya,60.3778,92.6267,-12.49,98,100,1.37,RU,1675551385
281,mount isa,-20.7333,139.5,25.87,29,84,5.66,AU,1675551235
282,tuatapere,-46.1333,167.6833,18.22,99,100,0.51,NZ,1675551386
283,adrar,20.5022,-10.0711,15.32,18,99,4.9,MR,1675551387
284,benguela,-12.5763,13.4055,24.28,81,96,1.43,AO,1675551237
285,kruisfontein,-34.0033,24.7314,21.34,62,64,2.14,ZA,1675551119
286,obo,5.3998,26.4869,22.95,18,53,2.4,CF,1675551387
287,mbeya,-8.9,33.45,14.84,95,98,0.14,TZ,1675551388
288,hudiksvall,61.729,17.1036,-3.86,75,80,5.56,SE,1675551388
289,okha,53.5739,142.9478,-28.58,100,76,4.03,RU,1675551229
290,witu,-2.3889,40.4382,26.09,94,70,2.7,KE,1675551390
291,rabo de peixe,37.8,-25.5833,13.73,82,20,3.09,PT,1675551313
292,constitucion,-35.3333,-72.4167,17.81,84,26,1.76,CL,1675551159
293,piura,-5.2,-80.6333,28.21,49,93,7.83,PE,1675551391
294,roma,43.2128,-75.4557,-9.54,55,100,4.12,US,1675551357
295,tanout,14.9709,8.8879,23.02,16,95,4.0,NE,1675551392
296,bathsheba,13.2167,-59.5167,26.34,78,75,9.77,BB,1675551392
297,codrington,-38.2667,141.9667,15.63,75,100,2.79,AU,1675551393
298,dukat,62.55,155.55,-31.56,98,100,1.84,RU,1675551393
299,touros,-5.1989,-35.4608,26.51,80,82,6.09,BR,1675551394
300,nisia floresta,-6.0911,-35.2086,27.45,81,94,4.39,BR,1675551380
301,pitimbu,-7.4706,-34.8086,27.33,79,18,4.7,BR,1675551394
302,ust-shonosha,61.1531,41.343,-9.96,97,100,1.66,RU,1675551395
303,talovaya,51.1144,40.73,-5.4,95,98,4.24,RU,1675551395
304,yaan,7.3833,8.5667,29.42,26,91,2.63,NG,1675551396
305,likasi,-10.9814,26.7333,15.71,98,100,1.26,CD,1675551396
306,padang,-0.9492,100.3543,24.03,87,100,1.29,ID,1675551221
307,otane,-39.8833,176.6333,24.45,59,2,2.62,NZ,1675551105
308,provideniya,64.3833,-173.3,-19.22,89,100,4.97,RU,1675551397
309,sitka,57.0531,-135.33,2.94,87,100,2.06,US,1675551172
310,hirara,24.8,125.2833,19.15,77,75,3.09,JP,1675551398
311,setermoen,68.861,18.3486,-1.98,94,100,3.53,NO,1675551398
312,cap malheureux,-19.9842,57.6142,25.26,83,97,1.34,MU,1675551398
313,brekstad,63.687,9.6654,2.05,75,75,9.77,NO,1675551399
314,katete,-0.7818,29.7544,17.25,61,42,1.55,UG,1675551400
315,salalah,17.0151,54.0924,23.05,73,40,1.54,OM,1675551400
316,borovichi,58.3878,33.9155,-7.46,96,94,2.57,RU,1675551401
317,sibulao,7.3242,122.2394,23.72,87,96,0.97,PH,1675551401
318,lagunas,-5.2269,-75.6753,28.77,54,75,1.26,PE,1675551402
319,komsomolskiy,40.4272,71.7189,5.4,81,100,4.12,UZ,1675551402
320,trelew,-43.249,-65.3051,33.76,16,4,11.46,AR,1675551402
321,shibetsu,43.659,145.132,-7.4,78,23,2.3,JP,1675551403
322,bardiyah,31.7561,25.0865,12.74,68,31,6.49,LY,1675551403
323,yilan,24.757,121.753,19.09,99,100,0.71,TW,1675551225
324,puri,19.8,85.85,16.29,66,11,1.75,IN,1675551404
325,seymchan,62.8833,152.4333,-24.97,94,100,1.5,RU,1675551405
326,vao,-22.6667,167.4833,26.4,87,92,8.72,NC,1675551405
327,caronport,50.4501,-105.8179,0.1,96,100,2.0,CA,1675551406
328,los llanos de aridane,28.6585,-17.9182,14.86,69,75,3.6,ES,1675551406
329,yuzawa,39.1667,140.5,-1.61,81,93,1.45,JP,1675551407
330,timmins,48.4669,-81.3331,-13.1,78,100,6.69,CA,1675551393
331,srandakan,-7.9386,110.2506,25.01,86,100,4.58,ID,1675551407
332,ozu,33.5,132.55,2.32,72,6,2.45,JP,1675551408
333,saint george,37.1041,-113.5841,16.91,30,0,1.54,US,1675551272
334,areosa,41.7178,-8.8571,10.45,66,0,1.97,PT,1675551408
335,gigmoto,13.7796,124.39,25.14,88,87,6.28,PH,1675551409
336,yarada,17.65,83.2667,21.81,70,6,1.87,IN,1675551409
337,rodrigues alves,-7.738,-72.6509,25.11,92,79,0.98,BR,1675551410
338,payakumbuh,-0.2202,100.6308,20.83,98,100,0.79,ID,1675551410
339,narsaq,60.9167,-46.05,-5.79,88,100,3.62,GL,1675551411
340,yafran,32.0633,12.5286,7.1,93,37,1.3,LY,1675551411
341,maniitsoq,65.4167,-52.9,-16.49,83,43,7.05,GL,1675551225
342,vestmannaeyjar,63.4427,-20.2734,4.11,92,100,12.2,IS,1675551412
343,itarema,-2.9248,-39.9167,26.19,81,38,6.15,BR,1675551117
344,mantua,45.1667,10.7833,7.97,81,38,2.68,IT,1675551413
345,shellbrook,53.2168,-106.4011,-6.43,96,99,1.15,CA,1675551218
346,ilam,26.9167,87.9167,10.62,72,5,1.88,NP,1675551414
347,atocha,-20.9333,-66.2333,5.15,85,100,2.93,BO,1675551415
348,atar,20.5169,-13.0499,16.57,19,62,5.25,MR,1675551415
349,roald,62.5833,6.1333,5.18,93,75,8.23,NO,1675551225
350,sabang,5.8933,95.3214,27.37,74,97,6.06,ID,1675551416
351,oussouye,12.485,-16.5469,24.1,49,30,3.99,SN,1675551351
352,mormugao,15.4,73.8,23.91,54,0,2.13,IN,1675551416
353,sistranda,63.7256,8.834,1.98,97,100,7.05,NO,1675551417
354,caravelas,-17.7125,-39.2481,26.46,81,25,4.78,BR,1675551297
355,palmeiras de goias,-16.805,-49.9258,21.92,92,100,1.61,BR,1675551418
356,yar-sale,66.8333,70.8333,-12.8,97,97,2.81,RU,1675551418
357,olafsvik,64.8945,-23.7142,2.5,97,100,10.7,IS,1675551418
358,cordele,31.9635,-83.7824,13.99,30,0,1.54,US,1675551419
359,coahuayana,18.7333,-103.6833,28.93,43,0,2.59,MX,1675551326
360,pangai,-19.8,-174.35,27.1,73,84,12.18,TO,1675551419
361,ternate,0.8,127.4,26.23,78,100,3.22,ID,1675551131
362,gravelbourg,49.8834,-106.5512,2.15,93,91,3.88,CA,1675551420
363,haifa,32.8156,34.9892,14.56,56,34,6.22,IL,1675551421
364,catabola,-12.15,17.2833,16.73,93,100,0.64,AO,1675551421
365,basco,20.4487,121.9702,24.3,74,31,11.65,PH,1675551422
366,lasa,46.6166,10.7002,2.49,75,34,4.0,IT,1675551218
367,eureka,40.8021,-124.1637,17.57,55,100,3.13,US,1675551313
368,pangoa,-12.1167,-73.0,21.33,99,96,0.31,PE,1675551423
369,sao joao da barra,-21.6403,-41.0511,27.05,90,9,6.61,BR,1675551358
370,caconda,-13.7333,15.0667,16.8,83,100,1.42,AO,1675551423
371,opuwo,-18.0607,13.84,21.87,35,82,1.99,NA,1675551424
372,neiafu,-18.65,-173.9833,28.38,78,75,4.12,TO,1675551424
373,pinega,64.7001,43.3936,-22.84,100,70,1.37,RU,1675551425
374,terrasini,38.146,13.0844,13.76,76,75,8.23,IT,1675551425
375,ormara,25.2088,64.6357,21.25,82,0,5.23,PK,1675551426
376,ponta delgada,37.7333,-25.6667,14.4,82,20,3.09,PT,1675551368
377,lavumisa,-27.31,31.892,21.26,93,55,1.47,SZ,1675551427
378,cuamba,-14.8031,36.5372,20.67,96,89,1.39,MZ,1675551427
379,upala,10.8979,-85.0145,27.31,64,55,4.39,CR,1675551428
380,mehamn,71.0357,27.8492,-3.03,80,75,4.12,NO,1675551418
381,faya,18.3851,42.4509,10.29,61,82,0.35,SA,1675551271
382,nouadhibou,20.931,-17.0347,19.99,28,86,7.72,MR,1675551428
383,zeya,53.75,127.2667,-31.24,100,62,1.24,RU,1675551429
384,waitati,-45.75,170.5667,24.33,60,100,4.46,NZ,1675551430
385,la libertad,-2.2333,-80.9,27.81,74,20,3.6,EC,1675551430
386,sheridan,44.8333,-106.9173,8.21,42,0,0.0,US,1675551431
387,sao pedro,-22.5486,-47.9139,22.38,92,99,2.79,BR,1675551382
388,lanzhou,36.0564,103.7922,1.8,41,100,0.8,CN,1675551431
389,olinda,-8.0089,-34.8553,25.85,83,75,2.57,BR,1675551194
390,margate,51.3813,1.3862,7.95,76,100,0.89,GB,1675551324
391,san carlos de bariloche,-41.1456,-71.3082,33.86,11,0,5.14,AR,1675551432
392,samarai,-10.6167,150.6667,28.26,74,75,2.69,PG,1675551433
393,cayenne,4.9333,-52.3333,24.02,100,75,1.54,GF,1675551434
394,qaqortoq,60.7167,-46.0333,-5.47,81,98,6.78,GL,1675551434
395,esmeraldas,-19.7625,-44.3139,28.48,76,30,0.28,BR,1675551434
396,cartagena,10.3997,-75.5144,28.79,65,20,4.63,CO,1675551435
397,thinadhoo,0.5333,72.9333,26.61,72,34,5.16,MV,1675551435
398,hereford,52.0568,-2.7148,8.92,90,95,3.58,GB,1675551436
399,rio gallegos,-51.6226,-69.2181,18.03,63,40,4.12,AR,1675551437
400,danielskuil,-28.1887,23.5395,22.81,43,95,2.98,ZA,1675551437
401,dwarka,22.2394,68.9678,20.31,66,48,4.39,IN,1675551408
402,pemangkat,1.1667,108.9667,24.05,91,100,1.99,ID,1675551438
403,felanitx,39.4696,3.1483,10.63,78,0,0.54,ES,1675551438
404,masuguru,-11.3667,38.4167,21.73,95,69,1.06,TZ,1675551354
405,valcourt,45.5001,-72.3158,-20.03,94,35,1.88,CA,1675551439
406,puerto colombia,10.9878,-74.9547,27.05,85,4,10.42,CO,1675551439
407,markova,48.6758,24.4138,-7.47,95,99,2.52,UA,1675551364
408,azuaga,38.2667,-5.6833,8.31,58,0,1.15,ES,1675551440
409,the valley,18.217,-63.0578,26.08,78,40,5.66,AI,1675551396
410,abha,18.2164,42.5053,10.14,50,0,0.0,SA,1675551171
411,kelvington,52.1667,-103.5343,-7.72,95,99,2.06,CA,1675551441
412,svelgen,61.7685,5.2955,3.55,98,100,3.35,NO,1675551442
413,donskoye,45.4552,41.9741,-0.93,91,100,2.35,RU,1675551442
414,mahad,18.0833,73.4167,22.24,38,1,1.6,IN,1675551443
415,camopi,3.1655,-52.3158,22.43,99,100,1.85,GF,1675551443
416,mayo,38.8876,-76.5119,-0.28,46,0,6.17,US,1675551444
417,dawei,14.0833,98.2,22.47,94,63,1.41,MM,1675551444
418,pombas,17.1503,-25.0201,20.88,62,46,7.46,CV,1675551445
419,richards bay,-28.783,32.0377,21.83,90,14,1.47,ZA,1675551445
420,hambantota,6.1241,81.1185,24.1,86,51,4.92,LK,1675551239
421,ismailia,30.6043,32.2723,10.78,67,27,2.45,EG,1675551446
422,san quintin,30.4833,-115.95,17.62,56,0,4.79,MX,1675551446
423,bonito oriental,15.7477,-85.7356,27.79,67,19,1.86,HN,1675551447
424,monduli,-3.3,36.45,18.09,56,77,3.0,TZ,1675551447
425,isiro,2.7739,27.616,20.5,38,44,0.21,CD,1675551448
426,vuktyl,63.8567,57.3094,-16.26,98,94,1.22,RU,1675551448
427,aguimes,27.9054,-15.4461,13.35,77,20,4.12,ES,1675551449
428,la asuncion,11.0333,-63.8628,25.06,78,1,7.72,VE,1675551449
429,sao miguel do iguacu,-25.3481,-54.2378,24.69,73,59,1.47,BR,1675551450
430,zhangye,38.9342,100.4517,-3.86,47,8,2.09,CN,1675551307
431,bodden town,19.2833,-81.25,27.0,79,20,4.63,KY,1675551218
432,chicama,-7.8447,-79.1469,21.3,63,54,3.32,PE,1675551451
433,siguiri,11.6667,-9.5,26.49,18,86,1.55,GN,1675551451
434,cockburn town,21.4612,-71.1419,25.98,69,40,6.17,TC,1675551452
435,port lincoln,-34.7333,135.8667,18.17,66,61,2.04,AU,1675551452
436,ostrovnoy,68.0531,39.5131,-10.1,84,100,5.56,RU,1675551453
437,rialto,34.1064,-117.3703,23.04,28,0,3.6,US,1675551453
438,ilebo,-4.3167,20.5833,20.03,99,91,1.18,CD,1675551304
439,yepifan,53.8253,38.5518,-5.73,97,100,1.52,RU,1675551454
440,skjervoy,70.0311,20.9714,0.0,64,99,6.25,NO,1675551454
441,la serena,-29.9078,-71.2542,21.73,68,0,5.14,CL,1675551282
442,dryden,49.7833,-92.7503,-13.84,72,100,0.0,CA,1675551455
443,solvychegodsk,61.3305,46.9156,-19.48,100,100,0.61,RU,1675551455
444,kangaatsiaq,68.3065,-53.4641,-21.68,94,75,4.03,GL,1675551456
445,djibo,14.1022,-1.6306,24.45,13,9,5.1,BF,1675551456
446,reconquista,-29.15,-59.65,27.2,26,82,2.92,AR,1675551457
447,blagoyevo,63.3667,47.9167,-14.79,98,98,0.91,RU,1675551457
448,kahului,20.8947,-156.47,26.02,69,20,11.62,US,1675551458
449,kitimat,54.0524,-128.6534,4.21,100,100,0.5,CA,1675551458
450,khor,47.8861,134.9464,-16.6,97,100,1.68,RU,1675551459
451,dubovskoye,47.4092,42.7575,0.33,100,100,1.76,RU,1675551459
452,masakin,35.7292,10.5808,13.7,58,40,4.63,TN,1675551460
453,jaisinghnagar,23.7,81.3833,13.4,31,2,0.79,IN,1675551460
454,yatsuo,36.5667,137.1333,1.79,88,75,1.54,JP,1675551461
455,tiarei,-17.5333,-149.3333,31.01,77,49,7.65,PF,1675551310
456,aquiraz,-3.9014,-38.3911,28.05,83,68,4.12,BR,1675551461
457,avera,33.194,-82.5271,10.21,48,60,2.12,US,1675551428
458,floriano,-6.7669,-43.0225,30.38,41,94,1.2,BR,1675551462
459,liepaja,56.5419,21.0367,-4.01,86,20,2.06,LV,1675551462
460,manokwari,-0.8667,134.0833,25.26,86,100,2.29,ID,1675551463
461,keningau,5.3378,116.1602,20.88,97,94,0.98,MY,1675551463
462,rio grande,-32.035,-52.0986,25.06,69,0,7.64,BR,1675551329
463,asau,46.4333,26.4,-4.29,89,100,5.24,RO,1675551464
464,union city,37.5958,-122.0192,15.58,90,100,6.17,US,1675551344
465,martinsville,36.6915,-79.8725,3.48,32,0,1.54,US,1675551465
466,balaipungut,1.05,101.2833,22.96,96,100,0.45,ID,1675551465
467,pakxe,15.1167,105.7833,21.92,83,64,1.11,LA,1675551466
468,asyut,27.181,31.1837,12.1,49,75,2.16,EG,1675551466
469,gat,31.61,34.7642,12.44,100,73,3.41,IL,1675551240
470,palauig,15.435,119.9045,24.35,68,95,2.31,PH,1675551467
471,ruthin,53.1137,-3.3178,6.84,90,80,0.45,GB,1675551467
472,myshkin,57.7897,38.4545,-8.73,98,100,1.46,RU,1675551468
473,steinbach,50.1667,8.5667,4.63,81,75,2.57,DE,1675551468
474,san cristobal,7.7669,-72.225,25.1,58,38,0.82,VE,1675551336
475,xining,36.6167,101.7667,-2.97,36,13,0.81,CN,1675551469
476,nemuro,43.3236,145.575,-5.65,72,30,3.78,JP,1675551469
477,daru,-9.0763,143.2092,24.16,93,100,4.01,PG,1675551470
478,lishu,43.3047,124.3278,-8.88,77,88,3.47,CN,1675551470
479,ko samui,9.5357,99.9357,26.95,78,20,3.6,TH,1675551351
480,atbasar,51.8,68.3333,-15.75,93,66,4.69,KZ,1675551471
481,kisac,45.3503,19.7286,-2.09,56,45,5.99,RS,1675551471
482,sungairaya,0.7,108.9,23.97,91,100,1.77,ID,1675551472
483,hanmer springs,-42.5167,172.8167,24.53,55,100,5.33,NZ,1675551473
484,san andres,12.5847,-81.7006,28.01,69,20,6.69,CO,1675551473
485,bud,39.447,-86.1758,7.01,52,90,6.97,US,1675551247
486,okato,-39.2,173.8833,22.17,85,88,8.05,NZ,1675551474
487,mulege,26.8833,-111.9833,20.94,32,0,3.93,MX,1675551474
488,ulladulla,-35.35,150.4667,20.54,48,0,1.32,AU,1675551286
489,roros,62.5747,11.3842,-8.09,93,100,2.06,NO,1675551475
490,forest grove,45.5198,-123.1107,11.17,84,100,2.06,US,1675551440
491,sakakah,29.9697,40.2064,7.76,66,2,2.64,SA,1675551476
492,ajdabiya,30.7554,20.2263,12.49,70,8,2.36,LY,1675551476
493,shar,49.5886,81.0453,-10.39,97,100,1.91,KZ,1675551477
494,ruteng,-8.6136,120.4721,17.4,93,100,0.55,ID,1675551477
495,araouane,18.9048,-3.5265,16.03,17,99,5.2,ML,1675551477
496,poso,-1.3959,120.7524,27.41,79,100,0.79,ID,1675551478
497,turiacu,-1.6633,-45.3717,23.94,96,100,2.23,BR,1675551278
498,jaciara,-15.9653,-54.9683,22.64,93,100,1.84,BR,1675551479
499,sambava,-14.2667,50.1667,23.72,93,75,2.85,MG,1675551479
500,erenhot,43.6475,111.9767,-6.93,38,100,2.67,CN,1675551480
501,westport,41.1415,-73.3579,-5.7,39,100,4.63,US,1675551435
502,ola,59.5833,151.2833,-25.45,87,50,3.63,RU,1675551480
503,la pila,22.05,-100.8667,20.77,18,83,2.02,MX,1675551481
504,poum,-20.2333,164.0167,27.85,77,24,2.86,NC,1675551481
505,serra,-20.1286,-40.3078,26.92,83,0,6.69,BR,1675551482
506,bernay,49.1667,0.6667,8.15,83,100,3.19,FR,1675551482
507,huarmey,-10.0681,-78.1522,23.52,76,73,3.58,PE,1675551193
508,ilva mare,47.3667,24.9,-6.95,83,100,3.75,RO,1675551483
509,lillesand,58.2488,8.3778,3.83,93,100,5.66,NO,1675551483
510,agadir,30.4202,-9.5982,13.25,50,3,1.91,MA,1675551484
511,manali,13.1667,80.2667,24.05,73,5,0.79,IN,1675551484
512,vila,42.0304,-8.1588,3.49,53,0,2.07,PT,1675551484
513,okhotsk,59.3833,143.3,-26.97,82,40,5.0,RU,1675551281
514,muroto,33.2833,134.15,8.52,64,68,2.9,JP,1675551485
515,yatou,37.15,122.3833,0.13,61,0,2.57,CN,1675551486
516,castlerea,53.7667,-8.5,1.64,80,60,1.08,IE,1675551486
517,beaverlodge,55.2166,-119.4361,2.64,99,90,1.36,CA,1675551486
518,naples park,26.2617,-81.8093,23.01,67,100,8.75,US,1675551487
519,aban,56.67,96.06,-19.5,100,99,1.4,RU,1675551487
520,katangli,51.7102,143.2326,-24.73,97,22,4.04,RU,1675551488
521,marsh harbour,26.5412,-77.0636,22.09,77,99,12.79,BS,1675551488
522,lavrentiya,65.5833,-171.0,-24.01,94,91,2.98,RU,1675551489
523,vallenar,-28.5708,-70.7581,25.55,48,13,2.97,CL,1675551239
524,winnemucca,40.973,-117.7357,4.86,60,100,2.12,US,1675551490
525,nichinan,31.6,131.3667,5.82,78,90,3.16,JP,1675551490
526,monticello,45.3055,-93.7941,-2.09,71,75,0.0,US,1675551491
527,ugoofaaru,5.6667,73.0,26.95,76,100,2.54,MV,1675551491
528,zyukayka,58.2025,54.7003,-10.87,97,100,0.43,RU,1675551492
529,mocuba,-16.8392,36.9856,23.12,96,98,1.07,MZ,1675551492
530,wasilla,61.5814,-149.4394,-2.93,89,100,0.0,US,1675551415
531,rosarito,32.3333,-117.0333,21.8,63,27,4.31,MX,1675551493
532,belle fourche,44.6714,-103.8522,9.73,56,1,7.29,US,1675551493
533,quatre cocos,-20.2078,57.7625,26.06,85,76,3.95,MU,1675551494
534,ullapool,57.8987,-5.1604,5.19,73,12,4.91,GB,1675551494
535,pacific grove,36.6177,-121.9166,16.15,89,100,6.71,US,1675551495
536,ilhabela,-23.7781,-45.3581,26.38,81,85,2.26,BR,1675551318
537,cairns,-16.9167,145.7667,27.81,94,75,1.54,AU,1675551495
538,urambo,-5.0667,32.05,17.74,93,64,1.25,TZ,1675551496
539,jamame,0.0722,42.7506,23.31,82,28,4.73,SO,1675551496
540,nelson bay,-32.7167,152.15,24.5,50,0,1.34,AU,1675551496
541,melfi,40.9965,15.6514,3.05,59,85,6.93,IT,1675551497
542,kuusamo,65.9667,29.1833,-11.98,85,100,2.57,FI,1675551497
543,comodoro rivadavia,-45.8667,-67.5,25.92,38,0,6.69,AR,1675551498
544,amapa,1.0,-52.0,22.12,99,100,1.3,BR,1675551498
545,ixtapa,20.7,-105.2,25.68,78,61,1.79,MX,1675551499
546,kieta,-6.2167,155.6333,26.71,82,98,1.51,PG,1675551499
547,dangriga,16.9692,-88.2321,25.69,70,1,3.23,BZ,1675551500
548,furmanov,57.2508,41.1058,-6.13,98,100,1.34,RU,1675551500
549,petropavlovsk-kamchatskiy,53.0452,158.6483,-16.67,72,75,2.0,RU,1675551501
550,kerema,-7.9631,145.7785,25.67,86,100,3.76,PG,1675551350
551,noumea,-22.2763,166.4572,32.99,99,80,6.19,NC,1675551444
552,elko,41.0002,-115.5012,0.36,64,96,1.79,US,1675551503
553,solano,38.2333,-121.9511,14.94,89,100,0.0,US,1675551503
554,imbituba,-28.24,-48.6703,23.05,84,32,2.74,BR,1675551504
555,luohe,33.5717,114.0353,0.62,76,7,2.12,CN,1675551504
556,verkhneyarkeyevo,55.4505,54.3145,-13.09,90,100,0.75,RU,1675551504
557,mangaluru,12.8667,74.8833,24.48,83,1,0.0,IN,1675551505
558,kulhudhuffushi,6.6221,73.07,26.67,78,100,2.11,MV,1675551505
559,ponta do sol,32.6667,-17.1,17.35,59,22,4.23,PT,1675551506
560,mehran,33.1222,46.1646,11.05,42,73,3.2,IR,1675551506
561,yantal,56.8471,105.2542,-17.44,99,97,1.49,RU,1675551507
